path,label,source,width,height,group,stratum
data/unified_waste/included/paper/garbage_classification__008685__6db9116eb667.jpg,paper,trashnet,512,384,6967,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008686__d335efb8a50c.jpg,paper,trashnet,512,384,6968,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008687__2cb87df6e5f4.jpg,paper,trashnet,512,384,6969,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008688__44fc60dd687d.jpg,paper,trashnet,512,384,6970,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008689__2c7cc53a0ed5.jpg,paper,garbage_classification,286,199,6971,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008690__fe54fb0b194e.jpg,paper,garbage_classification,474,474,6972,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008691__106b37d48b70.jpg,paper,garbage_classification,152,225,6265,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008692__7e0beefce287.jpg,paper,trashnet,512,384,6973,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008693__fccf960b4553.jpg,paper,trashnet,512,384,6974,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008694__f8f4fa2c433a.jpg,paper,garbage_classification,1820,1214,6975,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008695__206321055d23.jpg,paper,garbage_classification,152,225,6976,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008696__d47067080e49.jpg,paper,garbage_classification,256,192,6977,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008697__52110645411e.jpg,paper,trashnet,512,384,6978,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008698__4c2280dcf635.jpg,paper,trashnet,512,384,6979,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008699__4f30ead9c667.jpg,paper,garbage_classification,800,600,6980,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008700__39d9aa82d8ae.jpg,paper,garbage_classification,432,288,6981,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008701__1f9f95474cdb.jpg,paper,garbage_classification,1500,1442,6982,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008702__8eda3375cc07.jpg,paper,garbage_classification,474,355,6983,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008703__226983ba3e95.jpg,paper,trashnet,512,384,6984,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008704__5b37a1f08f88.jpg,paper,trashnet,512,384,6985,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008705__6feedec81459.jpg,paper,garbage_classification,273,340,6986,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008706__a27108174a70.jpg,paper,trashnet,512,384,6987,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008707__2fc35b9142f9.jpg,paper,trashnet,512,384,6988,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008708__917d6d63f809.jpg,paper,garbage_classification,400,266,6989,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008709__3c703a2c5259.jpg,paper,garbage_classification,399,190,6990,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008710__82cefb734073.jpg,paper,garbage_classification,458,613,6991,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008711__1b1872673202.jpg,paper,garbage_classification,480,360,6992,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008712__3cb3df16c374.jpg,paper,trashnet,512,384,6993,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008713__27effb955ef9.jpg,paper,trashnet,512,384,6994,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008714__24e73e960131.jpg,paper,garbage_classification,193,261,6995,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008715__2dbb56089a5b.jpg,paper,garbage_classification,225,300,6996,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008716__efc6c0989a4e.jpg,paper,garbage_classification,366,185,6997,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008717__1b5d0b682604.jpg,paper,garbage_classification,1024,683,6998,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008718__9858f0080b63.jpg,paper,trashnet,512,384,6999,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008719__f11a8403196e.jpg,paper,trashnet,512,384,7000,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008720__ab394928a960.jpg,paper,garbage_classification,227,328,7001,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008721__9b8e1fa5aa6e.jpg,paper,trashnet,512,384,7002,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008722__8f4ccb946ce2.jpg,paper,trashnet,512,384,7003,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008723__e21131d72828.jpg,paper,trashnet,512,384,7004,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008724__ae827409de4b.jpg,paper,trashnet,512,384,7005,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008725__b6aa3e5c5227.jpg,paper,trashnet,512,384,7006,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008726__92eaaee1138e.jpg,paper,garbage_classification,300,200,7007,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008727__66969811286d.jpg,paper,garbage_classification,156,142,7008,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008728__d18067e148ba.jpg,paper,garbage_classification,1600,991,7009,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008729__229f0dfd123b.jpg,paper,trashnet,512,384,7010,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008730__f61a43ef9e99.jpg,paper,garbage_classification,475,266,7011,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008731__c43bda97bcf5.jpg,paper,trashnet,512,384,7012,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008732__d307d061aa97.jpg,paper,trashnet,512,384,7013,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008733__d5f6680c975a.jpg,paper,trashnet,512,384,7014,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008734__8dad448ac167.jpg,paper,trashnet,512,384,7015,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008735__13afe8dcded0.jpg,paper,garbage_classification,475,316,7016,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008736__a8f9b7cd20f1.jpg,paper,trashnet,512,384,7017,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008737__96afbc84393a.jpg,paper,trashnet,512,384,7018,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008738__e367dd066dab.jpg,paper,trashnet,512,384,7019,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008739__7fba1b53f5b2.jpg,paper,trashnet,512,384,7020,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008740__8563f9bf1f6d.jpg,paper,garbage_classification,475,354,7021,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008741__ebc22be2132a.jpg,paper,garbage_classification,805,644,7022,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008742__90613964a0e3.jpg,paper,trashnet,512,384,7023,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008743__7163b40a362a.jpg,paper,garbage_classification,800,450,7024,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008744__34d1778d02ad.jpg,paper,garbage_classification,474,216,7025,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008745__7c8a58eba962.jpg,paper,garbage_classification,1114,1280,7026,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008746__79ede10624fa.jpg,paper,garbage_classification,1140,1280,7027,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008747__6edb8403fd54.jpg,paper,garbage_classification,600,450,7028,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008748__31c66c762885.jpg,paper,trashnet,512,384,7029,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008749__53d6419340f5.jpg,paper,garbage_classification,275,183,7030,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008750__f108eeb2d2e5.jpg,paper,trashnet,512,384,7031,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008751__28e5fa8a5348.jpg,paper,garbage_classification,474,355,7032,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008752__3e35d9c8b594.jpg,paper,garbage_classification,474,355,7033,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008753__2bdf0daca37b.jpg,paper,garbage_classification,169,225,7034,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008754__0e87991a95c5.jpg,paper,garbage_classification,474,355,7035,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008755__5dba181763cf.jpg,paper,trashnet,512,384,7036,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008756__e386f74a9b8f.jpg,paper,garbage_classification,474,631,7037,paper|garbage_classification
data/unified_waste/included/paper/garbage_classification__008757__c10843f3cf55.jpg,paper,trashnet,512,384,7038,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008758__393fe586cdb9.jpg,paper,trashnet,512,384,7039,paper|trashnet
data/unified_waste/included/paper/garbage_classification__008759__8239ceeb19c6.jpg,paper,trashnet,512,384,7040,paper|trashnet
data/unified_waste/included/paper/realwaste__002577__83629a677cd6.jpg,paper,realwaste,524,524,7041,paper|realwaste
data/unified_waste/included/paper/realwaste__002578__09483f7feb97.jpg,paper,realwaste,524,524,7042,paper|realwaste
data/unified_waste/included/paper/realwaste__002579__2d09bf11ff6b.jpg,paper,realwaste,524,524,7043,paper|realwaste
data/unified_waste/included/paper/realwaste__002580__2d9b19d9b0c5.jpg,paper,realwaste,524,524,7044,paper|realwaste
data/unified_waste/included/paper/realwaste__002581__bf88e750d867.jpg,paper,realwaste,524,524,7045,paper|realwaste
data/unified_waste/included/paper/realwaste__002582__ded560e7c5ff.jpg,paper,realwaste,524,524,7046,paper|realwaste
data/unified_waste/included/paper/realwaste__002583__e3f1b14cecf0.jpg,paper,realwaste,524,524,7047,paper|realwaste
data/unified_waste/included/paper/realwaste__002584__427be7eb2e28.jpg,paper,realwaste,524,524,7048,paper|realwaste
data/unified_waste/included/paper/realwaste__002585__67b7481673c7.jpg,paper,realwaste,524,524,7049,paper|realwaste
data/unified_waste/included/paper/realwaste__002586__ceb655dcd0fa.jpg,paper,realwaste,524,524,7050,paper|realwaste
data/unified_waste/included/paper/realwaste__002587__f4aa996a849e.jpg,paper,realwaste,524,524,7051,paper|realwaste
data/unified_waste/included/paper/realwaste__002588__88e8a4ee220f.jpg,paper,realwaste,524,524,7052,paper|realwaste
data/unified_waste/included/paper/realwaste__002589__0cd8383afec9.jpg,paper,realwaste,524,524,7053,paper|realwaste
data/unified_waste/included/paper/realwaste__002590__d2007c751dc7.jpg,paper,realwaste,524,524,7054,paper|realwaste
data/unified_waste/included/paper/realwaste__002591__241f82c3941a.jpg,paper,realwaste,524,524,7055,paper|realwaste
data/unified_waste/included/paper/realwaste__002592__0810b19b8e4b.jpg,paper,realwaste,524,524,7056,paper|realwaste
data/unified_waste/included/paper/realwaste__002593__6416ff369e12.jpg,paper,realwaste,524,524,7057,paper|realwaste
data/unified_waste/included/paper/realwaste__002594__462eac35b8f4.jpg,paper,realwaste,524,524,7058,paper|realwaste
data/unified_waste/included/paper/realwaste__002595__6e8afbed4588.jpg,paper,realwaste,524,524,7059,paper|realwaste
data/unified_waste/included/paper/realwaste__002596__eeb6f7dd267e.jpg,paper,realwaste,524,524,7060,paper|realwaste
data/unified_waste/included/paper/realwaste__002597__85055dcb9342.jpg,paper,realwaste,524,524,7061,paper|realwaste
data/unified_waste/included/paper/realwaste__002598__f28e42644d17.jpg,paper,realwaste,524,524,7062,paper|realwaste
data/unified_waste/included/paper/realwaste__002599__1c37052de6f5.jpg,paper,realwaste,524,524,7063,paper|realwaste
data/unified_waste/included/paper/realwaste__002600__32ea8eca0b2f.jpg,paper,realwaste,524,524,7064,paper|realwaste
data/unified_waste/included/paper/realwaste__002601__c21f8efbec01.jpg,paper,realwaste,524,524,7065,paper|realwaste
data/unified_waste/included/paper/realwaste__002602__ae6d2fe7b04a.jpg,paper,realwaste,524,524,7066,paper|realwaste
data/unified_waste/included/paper/realwaste__002603__ff76c655f922.jpg,paper,realwaste,524,524,7067,paper|realwaste
data/unified_waste/included/paper/realwaste__002604__58c042aa701e.jpg,paper,realwaste,524,524,7068,paper|realwaste
data/unified_waste/included/paper/realwaste__002605__92a4317db42d.jpg,paper,realwaste,524,524,7069,paper|realwaste
data/unified_waste/included/paper/realwaste__002606__a8599b2d9bcc.jpg,paper,realwaste,524,524,7070,paper|realwaste
data/unified_waste/included/paper/realwaste__002607__9248c74f0a52.jpg,paper,realwaste,524,524,7071,paper|realwaste
data/unified_waste/included/paper/realwaste__002608__aed442160dfe.jpg,paper,realwaste,524,524,7072,paper|realwaste
data/unified_waste/included/paper/realwaste__002609__53ee8a9f2b17.jpg,paper,realwaste,524,524,7073,paper|realwaste
data/unified_waste/included/paper/realwaste__002610__fe791a88e7a5.jpg,paper,realwaste,524,524,7074,paper|realwaste
data/unified_waste/included/paper/realwaste__002611__4747f2b04f46.jpg,paper,realwaste,524,524,7075,paper|realwaste
data/unified_waste/included/paper/realwaste__002612__813dcdf8fa77.jpg,paper,realwaste,524,524,7076,paper|realwaste
data/unified_waste/included/paper/realwaste__002613__95a6479805ce.jpg,paper,realwaste,524,524,7077,paper|realwaste
data/unified_waste/included/paper/realwaste__002614__896eb3faf45c.jpg,paper,realwaste,524,524,7078,paper|realwaste
data/unified_waste/included/paper/realwaste__002615__5840d63a1afe.jpg,paper,realwaste,524,524,7079,paper|realwaste
data/unified_waste/included/paper/realwaste__002616__83ca1b124a28.jpg,paper,realwaste,524,524,7080,paper|realwaste
data/unified_waste/included/paper/realwaste__002617__5fa42bb9f61b.jpg,paper,realwaste,524,524,7081,paper|realwaste
data/unified_waste/included/paper/realwaste__002618__ed887810e9ff.jpg,paper,realwaste,524,524,7082,paper|realwaste
data/unified_waste/included/paper/realwaste__002619__27fd6760424c.jpg,paper,realwaste,524,524,7083,paper|realwaste
data/unified_waste/included/paper/realwaste__002620__63906cea6536.jpg,paper,realwaste,524,524,7084,paper|realwaste
data/unified_waste/included/paper/realwaste__002621__bc6f4ec88db7.jpg,paper,realwaste,524,524,7085,paper|realwaste
data/unified_waste/included/paper/realwaste__002622__2a5f8775ea1e.jpg,paper,realwaste,524,524,7086,paper|realwaste
data/unified_waste/included/paper/realwaste__002623__e7343984476b.jpg,paper,realwaste,524,524,7087,paper|realwaste
data/unified_waste/included/paper/realwaste__002624__1aaf050c569d.jpg,paper,realwaste,524,524,7088,paper|realwaste
data/unified_waste/included/paper/realwaste__002625__3451a147bdcc.jpg,paper,realwaste,524,524,7089,paper|realwaste
data/unified_waste/included/paper/realwaste__002626__bc5dbefb2dd7.jpg,paper,realwaste,524,524,7090,paper|realwaste
data/unified_waste/included/paper/realwaste__002627__5bcdbc559190.jpg,paper,realwaste,524,524,7091,paper|realwaste
data/unified_waste/included/paper/realwaste__002628__043c94f24925.jpg,paper,realwaste,524,524,7092,paper|realwaste
data/unified_waste/included/paper/realwaste__002629__c42785644200.jpg,paper,realwaste,524,524,7093,paper|realwaste
data/unified_waste/included/paper/realwaste__002630__ea8882270553.jpg,paper,realwaste,524,524,7094,paper|realwaste
data/unified_waste/included/paper/realwaste__002631__2abcfbdbaa9c.jpg,paper,realwaste,524,524,7095,paper|realwaste
data/unified_waste/included/paper/realwaste__002632__5cb7b350edb5.jpg,paper,realwaste,524,524,7096,paper|realwaste
data/unified_waste/included/paper/realwaste__002633__8dd923b5fcfe.jpg,paper,realwaste,524,524,7097,paper|realwaste
data/unified_waste/included/paper/realwaste__002634__83671a8e0bbe.jpg,paper,realwaste,524,524,7098,paper|realwaste
data/unified_waste/included/paper/realwaste__002635__93a5e820a69d.jpg,paper,realwaste,524,524,7099,paper|realwaste
data/unified_waste/included/paper/realwaste__002636__63e2e61f7f82.jpg,paper,realwaste,524,524,7100,paper|realwaste
data/unified_waste/included/paper/realwaste__002637__d28ba2daec36.jpg,paper,realwaste,524,524,7101,paper|realwaste
data/unified_waste/included/paper/realwaste__002638__eccb05207472.jpg,paper,realwaste,524,524,7102,paper|realwaste
data/unified_waste/included/paper/realwaste__002639__58f5f4b87689.jpg,paper,realwaste,524,524,7103,paper|realwaste
data/unified_waste/included/paper/realwaste__002640__be1eaba6e015.jpg,paper,realwaste,524,524,7104,paper|realwaste
data/unified_waste/included/paper/realwaste__002641__1f7dbfee7a62.jpg,paper,realwaste,524,524,7105,paper|realwaste
data/unified_waste/included/paper/realwaste__002642__be5dc86dda4b.jpg,paper,realwaste,524,524,7106,paper|realwaste
data/unified_waste/included/paper/realwaste__002643__ca16f7c22cb9.jpg,paper,realwaste,524,524,7107,paper|realwaste
data/unified_waste/included/paper/realwaste__002644__c34e486a13dc.jpg,paper,realwaste,524,524,7108,paper|realwaste
data/unified_waste/included/paper/realwaste__002645__472dec39e857.jpg,paper,realwaste,524,524,7109,paper|realwaste
data/unified_waste/included/paper/realwaste__002646__f85c6e7f14d2.jpg,paper,realwaste,524,524,7110,paper|realwaste
data/unified_waste/included/paper/realwaste__002647__37b79231064f.jpg,paper,realwaste,524,524,7111,paper|realwaste
data/unified_waste/included/paper/realwaste__002648__90cdcb36e6fa.jpg,paper,realwaste,524,524,7112,paper|realwaste
data/unified_waste/included/paper/realwaste__002649__bb2c354c87dc.jpg,paper,realwaste,524,524,7113,paper|realwaste
data/unified_waste/included/paper/realwaste__002650__b322823fef81.jpg,paper,realwaste,524,524,7114,paper|realwaste
data/unified_waste/included/paper/realwaste__002651__c3d1a47ec9cb.jpg,paper,realwaste,524,524,7115,paper|realwaste
data/unified_waste/included/paper/realwaste__002652__f548cccdb7b4.jpg,paper,realwaste,524,524,7116,paper|realwaste
data/unified_waste/included/paper/realwaste__002653__5ee878ddc758.jpg,paper,realwaste,524,524,7117,paper|realwaste
data/unified_waste/included/paper/realwaste__002654__55b84ee3fed1.jpg,paper,realwaste,524,524,7118,paper|realwaste
data/unified_waste/included/paper/realwaste__002655__6750a0367523.jpg,paper,realwaste,524,524,7119,paper|realwaste
data/unified_waste/included/paper/realwaste__002656__328b082b6b41.jpg,paper,realwaste,524,524,7120,paper|realwaste
data/unified_waste/included/paper/realwaste__002657__aca1ce53d496.jpg,paper,realwaste,524,524,7121,paper|realwaste
data/unified_waste/included/paper/realwaste__002658__d2940f4200ef.jpg,paper,realwaste,524,524,7122,paper|realwaste
data/unified_waste/included/paper/realwaste__002659__35406143a8eb.jpg,paper,realwaste,524,524,7123,paper|realwaste
data/unified_waste/included/paper/realwaste__002660__88fa5edd98ae.jpg,paper,realwaste,524,524,7124,paper|realwaste
data/unified_waste/included/paper/realwaste__002661__edcd9f7d4c88.jpg,paper,realwaste,524,524,7125,paper|realwaste
data/unified_waste/included/paper/realwaste__002662__058f76c76cef.jpg,paper,realwaste,524,524,7126,paper|realwaste
data/unified_waste/included/paper/realwaste__002663__7751f84c279b.jpg,paper,realwaste,524,524,7127,paper|realwaste
data/unified_waste/included/paper/realwaste__002664__61034a2aad0c.jpg,paper,realwaste,524,524,7128,paper|realwaste
data/unified_waste/included/paper/realwaste__002665__7d7e016a3c35.jpg,paper,realwaste,524,524,7129,paper|realwaste
data/unified_waste/included/paper/realwaste__002666__544a32fa5e31.jpg,paper,realwaste,524,524,7130,paper|realwaste
data/unified_waste/included/paper/realwaste__002667__f68a46e8463c.jpg,paper,realwaste,524,524,7131,paper|realwaste
data/unified_waste/included/paper/realwaste__002668__41edbf333b3b.jpg,paper,realwaste,524,524,7132,paper|realwaste
data/unified_waste/included/paper/realwaste__002669__c19e0f36ccdd.jpg,paper,realwaste,524,524,7133,paper|realwaste
data/unified_waste/included/paper/realwaste__002670__a5118b572583.jpg,paper,realwaste,524,524,7134,paper|realwaste
data/unified_waste/included/paper/realwaste__002671__e1387d43af89.jpg,paper,realwaste,524,524,7135,paper|realwaste
data/unified_waste/included/paper/realwaste__002672__49fb5585d8da.jpg,paper,realwaste,524,524,7136,paper|realwaste
data/unified_waste/included/paper/realwaste__002673__afdc355c51bc.jpg,paper,realwaste,524,524,7137,paper|realwaste
data/unified_waste/included/paper/realwaste__002674__cf1505bf745a.jpg,paper,realwaste,524,524,7138,paper|realwaste
data/unified_waste/included/paper/realwaste__002675__3ff5644b8827.jpg,paper,realwaste,524,524,7139,paper|realwaste
data/unified_waste/included/paper/realwaste__002676__3f9a73c0a84c.jpg,paper,realwaste,524,524,7140,paper|realwaste
data/unified_waste/included/paper/realwaste__002677__400df429798b.jpg,paper,realwaste,524,524,7141,paper|realwaste
data/unified_waste/included/paper/realwaste__002678__86238139dc7f.jpg,paper,realwaste,524,524,7142,paper|realwaste
data/unified_waste/included/paper/realwaste__002679__bc97c1eaad86.jpg,paper,realwaste,524,524,7143,paper|realwaste
data/unified_waste/included/paper/realwaste__002680__dfc0a9c3ac10.jpg,paper,realwaste,524,524,7144,paper|realwaste
data/unified_waste/included/paper/realwaste__002681__889f5444e4b8.jpg,paper,realwaste,524,524,7145,paper|realwaste
data/unified_waste/included/paper/realwaste__002682__eec59a538067.jpg,paper,realwaste,524,524,7146,paper|realwaste
data/unified_waste/included/paper/realwaste__002683__6b8de004f56c.jpg,paper,realwaste,524,524,7147,paper|realwaste
data/unified_waste/included/paper/realwaste__002684__d43b94859b77.jpg,paper,realwaste,524,524,7148,paper|realwaste
data/unified_waste/included/paper/realwaste__002685__7b0e9e00c76a.jpg,paper,realwaste,524,524,7149,paper|realwaste
data/unified_waste/included/paper/realwaste__002686__18c7324c8cf2.jpg,paper,realwaste,524,524,7150,paper|realwaste
data/unified_waste/included/paper/realwaste__002687__6cc6964087e1.jpg,paper,realwaste,524,524,7151,paper|realwaste
data/unified_waste/included/paper/realwaste__002688__3814755413c2.jpg,paper,realwaste,524,524,7152,paper|realwaste
data/unified_waste/included/paper/realwaste__002689__87cd02434b83.jpg,paper,realwaste,524,524,7153,paper|realwaste
data/unified_waste/included/paper/realwaste__002690__68ce92cb9b34.jpg,paper,realwaste,524,524,7154,paper|realwaste
data/unified_waste/included/paper/realwaste__002691__1fa89b9b7437.jpg,paper,realwaste,524,524,7155,paper|realwaste
data/unified_waste/included/paper/realwaste__002692__3c3f993262ba.jpg,paper,realwaste,524,524,7156,paper|realwaste
data/unified_waste/included/paper/realwaste__002693__6ccaf45e3e1a.jpg,paper,realwaste,524,524,7157,paper|realwaste
data/unified_waste/included/paper/realwaste__002694__3b50b9545be7.jpg,paper,realwaste,524,524,7158,paper|realwaste
data/unified_waste/included/paper/realwaste__002695__30b7dbd23b81.jpg,paper,realwaste,524,524,7159,paper|realwaste
data/unified_waste/included/paper/realwaste__002696__0f0ca340b1e4.jpg,paper,realwaste,524,524,7160,paper|realwaste
data/unified_waste/included/paper/realwaste__002697__49a78d97f133.jpg,paper,realwaste,524,524,7161,paper|realwaste
data/unified_waste/included/paper/realwaste__002698__569035088a39.jpg,paper,realwaste,524,524,7162,paper|realwaste
data/unified_waste/included/paper/realwaste__002699__941fab260e52.jpg,paper,realwaste,524,524,7163,paper|realwaste
data/unified_waste/included/paper/realwaste__002700__e33d20ecd3e6.jpg,paper,realwaste,524,524,7164,paper|realwaste
data/unified_waste/included/paper/realwaste__002701__b70a04e82e5d.jpg,paper,realwaste,524,524,7165,paper|realwaste
data/unified_waste/included/paper/realwaste__002702__3f5989623a5d.jpg,paper,realwaste,524,524,7166,paper|realwaste
data/unified_waste/included/paper/realwaste__002703__dc030ab73637.jpg,paper,realwaste,524,524,7167,paper|realwaste
data/unified_waste/included/paper/realwaste__002704__c57f662f14ac.jpg,paper,realwaste,524,524,7168,paper|realwaste
data/unified_waste/included/paper/realwaste__002705__e5b774d32c87.jpg,paper,realwaste,524,524,7169,paper|realwaste
data/unified_waste/included/paper/realwaste__002706__c43313e93ed9.jpg,paper,realwaste,524,524,7170,paper|realwaste
data/unified_waste/included/paper/realwaste__002707__0ff4ed6aae2d.jpg,paper,realwaste,524,524,7171,paper|realwaste
data/unified_waste/included/paper/realwaste__002708__9dd4f4c9ea6c.jpg,paper,realwaste,524,524,7172,paper|realwaste
data/unified_waste/included/paper/realwaste__002709__1bcb50cbf78e.jpg,paper,realwaste,524,524,7173,paper|realwaste
data/unified_waste/included/paper/realwaste__002710__02b9431a44f8.jpg,paper,realwaste,524,524,7174,paper|realwaste
data/unified_waste/included/paper/realwaste__002711__4ed6870886f3.jpg,paper,realwaste,524,524,7175,paper|realwaste
data/unified_waste/included/paper/realwaste__002712__19a3fae10149.jpg,paper,realwaste,524,524,7176,paper|realwaste
data/unified_waste/included/paper/realwaste__002713__6f11bc7c3641.jpg,paper,realwaste,524,524,7177,paper|realwaste
data/unified_waste/included/paper/realwaste__002714__288c1dffd4d7.jpg,paper,realwaste,524,524,7178,paper|realwaste
data/unified_waste/included/paper/realwaste__002715__ea6ab9675b7a.jpg,paper,realwaste,524,524,7179,paper|realwaste
data/unified_waste/included/paper/realwaste__002716__ec1a9ce4ea30.jpg,paper,realwaste,524,524,7180,paper|realwaste
data/unified_waste/included/paper/realwaste__002717__2679b955938a.jpg,paper,realwaste,524,524,7181,paper|realwaste
data/unified_waste/included/paper/realwaste__002718__a6b9f333a54a.jpg,paper,realwaste,524,524,7182,paper|realwaste
data/unified_waste/included/paper/realwaste__002719__6a528cf61add.jpg,paper,realwaste,524,524,7183,paper|realwaste
data/unified_waste/included/paper/realwaste__002720__c9da16bdc6fe.jpg,paper,realwaste,524,524,7184,paper|realwaste
data/unified_waste/included/paper/realwaste__002721__82dc46b3235c.jpg,paper,realwaste,524,524,7185,paper|realwaste
data/unified_waste/included/paper/realwaste__002722__e1d05c22fed8.jpg,paper,realwaste,524,524,7186,paper|realwaste
data/unified_waste/included/paper/realwaste__002723__751fe612fbd4.jpg,paper,realwaste,524,524,7187,paper|realwaste
data/unified_waste/included/paper/realwaste__002724__05c883898502.jpg,paper,realwaste,524,524,7188,paper|realwaste
data/unified_waste/included/paper/realwaste__002725__b78a32968bf5.jpg,paper,realwaste,524,524,7189,paper|realwaste
data/unified_waste/included/paper/realwaste__002726__f43df0aeb424.jpg,paper,realwaste,524,524,7190,paper|realwaste
data/unified_waste/included/paper/realwaste__002727__c2c055baaedc.jpg,paper,realwaste,524,524,7191,paper|realwaste
data/unified_waste/included/paper/realwaste__002728__737df11c50d0.jpg,paper,realwaste,524,524,7192,paper|realwaste
data/unified_waste/included/paper/realwaste__002729__662ec3302b57.jpg,paper,realwaste,524,524,7193,paper|realwaste
data/unified_waste/included/paper/realwaste__002730__b5e71664be2c.jpg,paper,realwaste,524,524,7194,paper|realwaste
data/unified_waste/included/paper/realwaste__002731__81fd3ca00e1b.jpg,paper,realwaste,524,524,7195,paper|realwaste
data/unified_waste/included/paper/realwaste__002732__1d9c84c8bb48.jpg,paper,realwaste,524,524,7196,paper|realwaste
data/unified_waste/included/paper/realwaste__002733__d246f443dbe8.jpg,paper,realwaste,524,524,7197,paper|realwaste
data/unified_waste/included/paper/realwaste__002734__e1e361a7d788.jpg,paper,realwaste,524,524,7198,paper|realwaste
data/unified_waste/included/paper/realwaste__002735__e763b566b994.jpg,paper,realwaste,524,524,7199,paper|realwaste
data/unified_waste/included/paper/realwaste__002736__10c8f915877b.jpg,paper,realwaste,524,524,7200,paper|realwaste
data/unified_waste/included/paper/realwaste__002737__f2f65d213ad3.jpg,paper,realwaste,524,524,7201,paper|realwaste
data/unified_waste/included/paper/realwaste__002738__a3c3e89637ce.jpg,paper,realwaste,524,524,7202,paper|realwaste
data/unified_waste/included/paper/realwaste__002739__bc75f83a8196.jpg,paper,realwaste,524,524,7203,paper|realwaste
data/unified_waste/included/paper/realwaste__002740__ddce82aad478.jpg,paper,realwaste,524,524,7204,paper|realwaste
